Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
E0,23/08/06,Middlesbrough,Chelsea,2,1,H,0,1,A,H Webb,9,8,2,5,15,7,3,3,2,2,0,0
E0,26/08/06,Charlton,Bolton,2,0,H,0,0,D,M Dean,9,7,5,2,11,17,6,5,1,4,1,1
E0,26/08/06,Fulham,Sheffield United,1,0,H,1,0,H,G Poll,10,9,5,1,17,17,9,5,3,3,0,0
E0,26/08/06,Liverpool,West Ham,2,1,H,2,1,H,A Wiley,19,8,8,3,15,6,6,1,1,0,0,0
E0,26/08/06,Man City,Arsenal,1,0,H,1,0,H,U Rennie,10,17,3,6,16,8,2,8,1,1,0,0
E0,26/08/06,Tottenham,Everton,0,2,A,0,0,D,M Halsey,15,6,6,2,9,12,7,2,1,1,0,1
E0,26/08/06,Watford,Man United,1,2,A,1,1,D,P Dowd,8,19,7,10,20,14,4,7,1,1,0,0
E0,26/08/06,Wigan,Reading,1,0,H,1,0,H,M Riley,15,5,5,3,12,14,4,10,2,2,0,0
E0,27/08/06,Aston Villa,Newcastle,2,0,H,2,0,H,H Webb,9,8,7,5,14,12,2,3,2,2,0,0
E0,27/08/06,Blackburn,Chelsea,0,2,A,0,0,D,M Clattenburg,12,14,3,8,10,15,7,3,3,1,0,0
E0,28/08/06,Middlesbrough,Portsmouth,0,4,A,0,1,A,C Foy,19,10,8,7,15,9,8,6,2,1,0,0
E0,09/09/06,Arsenal,Middlesbrough,1,1,D,0,1,A,R Styles,20,1,12,1,5,17,15,0,1,6,0,1
E0,09/09/06,Bolton,Watford,1,0,H,0,0,D,M Clattenburg,7,15,2,6,13,15,6,6,3,1,0,0
E0,09/09/06,Chelsea,Charlton,2,1,H,1,0,H,A Wiley,19,3,6,2,12,7,6,3,2,1,0,0
E0,09/09/06,Everton,Liverpool,3,0,H,2,0,H,G Poll,8,21,6,5,22,13,2,11,1,3,0,0
E0,09/09/06,Man United,Tottenham,1,0,H,1,0,H,M Riley,10,9,5,4,12,17,5,4,2,2,0,0
E0,09/09/06,Newcastle,Fulham,1,2,A,0,0,D,C Foy,15,8,7,5,16,12,4,7,1,1,0,0
E0,09/09/06,Portsmouth,Wigan,1,0,H,0,0,D,P Walton,9,11,7,5,14,5,6,9,0,1,0,0
E0,09/09/06,Sheffield United,Blackburn,0,0,D,0,0,D,M Dean,14,12,9,1,12,11,7,6,2,2,0,0
E0,10/09/06,West Ham,Aston Villa,1,1,D,0,1,A,S Bennett,7,10,1,6,15,9,3,5,2,2,0,0
E0,11/09/06,Reading,Man City,1,0,H,1,0,H,H Webb,12,15,7,8,6,16,6,4,0,4,0,1
E0,16/09/06,Bolton,Middlesbrough,0,0,D,0,0,D,S Bennett,13,14,3,7,7,19,9,4,0,1,0,0
E0,16/09/06,Charlton,Portsmouth,0,1,A,0,0,D,P Dowd,18,12,5,5,6,10,9,4,0,2,0,0
E0,16/09/06,Everton,Wigan,2,2,D,0,0,D,A Wiley,14,10,9,7,14,23,4,2,1,5,0,0
E0,16/09/06,Sheffield United,Reading,1,2,A,0,2,A,A Marriner,14,8,7,2,12,6,8,7,2,1,0,0
E0,16/09/06,Watford,Aston Villa,0,0,D,0,0,D,M Dean,12,9,5,4,12,10,7,1,1,0,0,0
E0,17/09/06,Blackburn,Man City,4,2,H,2,2,D,M Atkinson,11,15,5,8,11,11,4,3,2,3,0,0
E0,17/09/06,Chelsea,Liverpool,1,0,H,1,0,H,M Riley,4,9,3,6,13,17,1,3,3,2,1,0
E0,17/09/06,Man United,Arsenal,0,1,A,0,0,D,G Poll,17,14,9,7,11,11,10,5,2,2,0,0
E0,17/09/06,Tottenham,Fulham,0,0,D,0,0,D,M Clattenburg,18,8,8,3,11,20,12,2,2,2,0,0
E0,17/09/06,West Ham,Newcastle,0,2,A,0,0,D,R Styles,10,16,7,9,11,11,5,6,3,3,0,0
E0,20/09/06,Liverpool,Newcastle,2,0,H,1,0,H,M Halsey,22,11,11,6,12,13,8,6,1,1,0,0
E0,23/09/06,Arsenal,Sheffield United,3,0,H,0,0,D,A Wiley,14,5,11,4,11,8,7,2,2,1,0,0
E0,23/09/06,Aston Villa,Charlton,2,0,H,1,0,H,M Riley,12,8,5,3,10,14,4,4,0,1,0,0
E0,23/09/06,Fulham,Chelsea,0,2,A,0,0,D,M Halsey,7,13,4,5,19,9,5,7,2,1,0,0
E0,23/09/06,Liverpool,Tottenham,3,0,H,0,0,D,H Webb,14,5,6,1,12,9,6,0,1,0,0,0
E0,23/09/06,Man City,West Ham,2,0,H,0,0,D,C Foy,17,4,8,0,12,15,4,6,0,0,0,0
E0,23/09/06,Middlesbrough,Blackburn,0,1,A,0,1,A,G Poll,13,13,7,7,14,17,6,7,1,3,0,0
E0,23/09/06,Reading,Man United,1,1,D,0,0,D,P Walton,3,18,1,8,6,10,2,6,0,0,0,0
E0,23/09/06,Wigan,Watford,1,1,D,1,0,H,R Styles,8,10,4,4,15,15,4,3,2,2,0,0
E0,24/09/06,Newcastle,Everton,1,1,D,1,1,D,S Bennett,21,12,13,5,12,18,9,6,2,4,1,1
E0,25/09/06,Portsmouth,Bolton,0,1,A,0,1,A,U Rennie,13,4,5,3,8,13,11,2,2,2,0,0
E0,30/09/06,Bolton,Liverpool,2,0,H,1,0,H,P Dowd,4,13,3,6,15,12,1,10,2,1,0,0
E0,30/09/06,Charlton,Arsenal,1,2,A,1,1,D,M Clattenburg,10,21,6,12,19,8,4,7,4,4,0,0
E0,30/09/06,Chelsea,Aston Villa,1,1,D,1,1,D,G Poll,18,9,10,5,13,14,7,5,0,2,0,0
E0,30/09/06,Everton,Man City,1,1,D,1,0,H,A Marriner,14,11,10,5,14,17,8,4,2,2,0,0
E0,30/09/06,Sheffield United,Middlesbrough,2,1,H,1,0,H,P Walton,13,7,7,2,8,12,10,4,1,3,0,0
E0,01/10/06,Blackburn,Wigan,2,1,H,1,1,D,H Webb,12,11,8,6,16,17,5,4,3,4,0,0
E0,01/10/06,Man United,Newcastle,2,0,H,1,0,H,M Dean,24,3,11,3,5,13,8,3,1,3,0,0
E0,01/10/06,Tottenham,Portsmouth,2,1,H,2,1,H,C Foy,8,9,6,6,8,10,6,10,0,0,0,0
E0,01/10/06,West Ham,Reading,0,1,A,0,1,A,U Rennie,13,2,8,1,8,7,10,5,4,2,0,0
E0,02/10/06,Watford,Fulham,3,3,D,1,0,H,M Riley,9,9,4,3,24,12,3,2,1,3,0,0
E0,14/10/06,Arsenal,Watford,3,0,H,2,0,H,H Webb,15,9,7,3,6,14,8,4,0,1,0,0
E0,14/10/06,Aston Villa,Tottenham,1,1,D,0,0,D,M Atkinson,12,10,6,5,13,11,2,2,0,1,0,1
E0,14/10/06,Liverpool,Blackburn,1,1,D,0,1,A,M Clattenburg,18,5,9,3,6,15,8,1,1,3,0,0
E0,14/10/06,Man City,Sheffield United,0,0,D,0,0,D,M Dean,14,7,6,3,14,12,3,4,0,1,0,0
E0,14/10/06,Middlesbrough,Everton,2,1,H,1,0,H,M Halsey,9,12,6,8,12,9,10,13,1,0,0,0
E0,14/10/06,Portsmouth,West Ham,2,0,H,1,0,H,G Poll,18,6,6,3,20,11,4,4,4,4,0,0
E0,14/10/06,Reading,Chelsea,0,1,A,0,1,A,M Riley,5,7,0,4,16,7,8,5,3,2,1,1
E0,14/10/06,Wigan,Man United,1,3,A,1,0,H,S Bennett,6,12,2,5,7,8,2,5,0,2,0,0
E0,15/10/06,Newcastle,Bolton,1,2,A,1,0,H,A Wiley,10,7,3,5,21,15,3,3,3,3,0,0
E0,16/10/06,Fulham,Charlton,2,1,H,0,0,D,R Styles,11,10,6,3,9,12,3,6,1,3,0,0
E0,21/10/06,Aston Villa,Fulham,1,1,D,1,1,D,C Foy,3,5,1,2,12,13,4,1,0,2,0,0
E0,21/10/06,Charlton,Watford,0,0,D,0,0,D,L Mason,16,8,8,3,13,17,9,9,2,0,0,0
E0,21/10/06,Chelsea,Portsmouth,2,1,H,0,0,D,M Clattenburg,26,10,18,1,6,12,9,5,3,2,0,0
E0,21/10/06,Everton,Sheffield United,2,0,H,2,0,H,D Gallagher,13,10,5,4,13,11,4,3,0,1,0,1
E0,21/10/06,Wigan,Man City,4,0,H,2,0,H,P Dowd,12,9,5,4,14,13,3,5,1,1,0,0
E0,22/10/06,Blackburn,Bolton,0,1,A,0,0,D,M Dean,24,8,11,7,12,16,7,8,2,2,0,1
E0,22/10/06,Man United,Liverpool,2,0,H,1,0,H,G Poll,10,13,8,5,14,21,5,5,1,3,0,0
E0,22/10/06,Middlesbrough,Newcastle,1,0,H,0,0,D,M Atkinson,19,13,8,4,17,13,8,4,2,0,0,0
E0,22/10/06,Reading,Arsenal,0,4,A,0,2,A,A Wiley,3,16,1,9,6,6,10,2,0,0,0,0
E0,22/10/06,Tottenham,West Ham,1,0,H,1,0,H,S Bennett,13,5,5,2,14,15,9,9,3,4,0,0
E0,28/10/06,Arsenal,Everton,1,1,D,0,1,A,M Riley,26,2,12,2,6,21,16,3,2,3,0,0
E0,28/10/06,Bolton,Man United,0,4,A,0,2,A,R Styles,8,15,3,10,18,11,7,2,2,2,0,0
E0,28/10/06,Fulham,Wigan,0,1,A,0,0,D,G Poll,4,15,1,7,11,12,5,4,1,2,0,0
E0,28/10/06,Liverpool,Aston Villa,3,1,H,3,0,H,S Bennett,19,7,6,5,11,17,8,4,0,1,0,0
E0,28/10/06,Newcastle,Charlton,0,0,D,0,0,D,M Dean,20,8,10,4,12,9,10,3,1,1,0,0
E0,28/10/06,Portsmouth,Reading,3,1,H,1,0,H,P Dowd,18,8,12,4,18,6,5,13,0,0,0,0
E0,28/10/06,Sheffield United,Chelsea,0,2,A,0,1,A,M Atkinson,6,10,2,7,15,12,8,7,2,0,0,0
E0,28/10/06,Watford,Tottenham,0,0,D,0,0,D,U Rennie,9,11,2,8,14,14,7,7,3,1,0,0
E0,29/10/06,West Ham,Blackburn,2,1,H,1,0,H,A Wiley,9,13,5,7,16,10,5,8,1,1,0,0
E0,30/10/06,Man City,Middlesbrough,1,0,H,1,0,H,H Webb,14,4,5,0,16,22,9,1,2,4,0,0
E0,04/11/06,Bolton,Wigan,0,1,A,0,0,D,M Clattenburg,13,9,5,3,15,14,5,3,1,2,0,0
E0,04/11/06,Charlton,Man City,1,0,H,1,0,H,C Foy,18,15,11,9,10,9,5,12,1,2,0,0
E0,04/11/06,Fulham,Everton,1,0,H,0,0,D,M Atkinson,5,5,3,3,8,17,4,10,0,1,0,0
E0,04/11/06,Liverpool,Reading,2,0,H,1,0,H,U Rennie,21,5,10,2,8,14,9,6,0,2,0,0
E0,04/11/06,Man United,Portsmouth,3,0,H,2,0,H,M Dean,18,8,11,5,6,9,9,5,0,1,0,0
E0,04/11/06,Newcastle,Sheffield United,0,1,A,0,0,D,S Bennett,11,12,3,6,16,12,7,0,3,2,0,0
E0,04/11/06,Watford,Middlesbrough,2,0,H,1,0,H,D Gallagher,14,5,6,2,15,15,10,4,1,1,0,0
E0,05/11/06,Aston Villa,Blackburn,2,0,H,1,0,H,H Webb,8,5,5,3,15,13,4,3,1,3,0,0
E0,05/11/06,Tottenham,Chelsea,2,1,H,1,1,D,G Poll,8,17,3,10,15,15,7,10,3,5,0,1
E0,05/11/06,West Ham,Arsenal,1,0,H,0,0,D,R Styles,11,11,5,5,11,8,8,3,3,2,0,0
E0,11/11/06,Blackburn,Man United,0,1,A,0,0,D,M Riley,9,14,4,7,17,8,6,4,4,3,0,0
E0,11/11/06,Chelsea,Watford,4,0,H,2,0,H,H Webb,14,2,8,1,13,14,9,4,1,1,0,0
E0,11/11/06,Everton,Aston Villa,0,1,A,0,1,A,P Dowd,10,17,4,9,16,19,6,2,2,3,0,0
E0,11/11/06,Man City,Newcastle,0,0,D,0,0,D,G Poll,15,8,8,3,18,11,6,5,1,3,0,0
E0,11/11/06,Middlesbrough,West Ham,1,0,H,0,0,D,M Halsey,11,11,8,7,7,10,7,1,1,3,0,0
E0,11/11/06,Portsmouth,Fulham,1,1,D,0,0,D,S Bennett,23,7,12,4,11,7,19,5,0,3,0,0
E0,11/11/06,Sheffield United,Bolton,2,2,D,0,1,A,A Wiley,8,6,4,4,5,6,4,5,1,1,0,0
E0,11/11/06,Wigan,Charlton,3,2,H,2,0,H,D Gallagher,8,7,5,4,18,11,2,3,2,0,0,0
E0,12/11/06,Arsenal,Liverpool,3,0,H,1,0,H,M Clattenburg,7,10,7,4,7,12,2,6,2,3,0,0
E0,12/11/06,Reading,Tottenham,3,1,H,2,1,H,R Styles,8,9,4,3,14,7,7,2,1,1,0,0
E0,18/11/06,Arsenal,Newcastle,1,1,D,0,1,A,M Atkinson,23,2,10,1,10,9,11,1,2,5,0,0
E0,18/11/06,Chelsea,West Ham,1,0,H,1,0,H,M Dean,19,7,9,1,10,8,5,6,1,4,0,0
E0,18/11/06,Everton,Bolton,1,0,H,0,0,D,U Rennie,9,13,2,2,18,14,5,8,3,0,0,0
E0,18/11/06,Man City,Fulham,3,1,H,3,0,H,A Wiley,15,7,7,2,22,12,5,0,1,1,0,0
E0,18/11/06,Middlesbrough,Liverpool,0,0,D,0,0,D,L Mason,1,17,1,10,14,3,2,12,0,0,0,0
E0,18/11/06,Portsmouth,Watford,2,1,H,1,1,D,C Foy,17,8,11,4,14,18,9,5,1,3,0,0
E0,18/11/06,Reading,Charlton,2,0,H,1,0,H,G Poll,11,4,4,2,6,11,4,9,0,3,0,0
E0,18/11/06,Sheffield United,Man United,1,2,A,1,1,D,M Clattenburg,5,22,3,15,19,10,0,14,1,1,0,0
E0,19/11/06,Blackburn,Tottenham,1,1,D,1,0,H,P Dowd,6,13,3,5,17,16,4,5,0,1,1,1
E0,19/11/06,Wigan,Aston Villa,0,0,D,0,0,D,S Bennett,14,7,5,3,6,11,6,6,1,0,0,0
E0,25/11/06,Aston Villa,Middlesbrough,1,1,D,1,1,D,P Walton,11,9,4,4,18,11,9,4,1,3,0,0
E0,25/11/06,Bolton,Arsenal,3,1,H,2,1,H,M Dean,10,14,8,7,11,8,7,11,3,4,0,0
E0,25/11/06,Charlton,Everton,1,1,D,0,0,D,A Wiley,16,9,8,6,16,13,6,7,2,0,0,0
E0,25/11/06,Fulham,Reading,0,1,A,0,1,A,D Gallagher,10,8,4,2,6,14,4,3,0,3,1,0
E0,25/11/06,Liverpool,Man City,1,0,H,0,0,D,R Styles,12,6,6,2,9,20,8,2,2,1,0,0
E0,25/11/06,West Ham,Sheffield United,1,0,H,1,0,H,M Riley,12,13,7,5,16,22,5,9,2,4,0,0
E0,26/11/06,Man United,Chelsea,1,1,D,1,0,H,H Webb,8,13,5,7,16,12,3,2,1,3,0,0
E0,26/11/06,Newcastle,Portsmouth,1,0,H,0,0,D,M Halsey,13,7,10,2,13,12,10,3,2,2,0,0
E0,26/11/06,Tottenham,Wigan,3,1,H,2,1,H,M Clattenburg,11,10,6,5,12,17,3,2,2,4,0,0
E0,28/11/06,Watford,Sheffield United,0,1,A,0,0,D,M Atkinson,9,17,6,7,20,10,6,1,3,1,1,0
E0,29/11/06,Aston Villa,Man City,1,3,A,0,2,A,M Dean,6,11,4,8,15,11,1,5,1,0,0,0
E0,29/11/06,Bolton,Chelsea,0,1,A,0,1,A,S Bennett,9,16,3,10,13,13,3,5,3,1,0,0
E0,29/11/06,Fulham,Arsenal,2,1,H,2,1,H,H Webb,13,7,7,2,17,15,6,6,4,5,0,1
E0,29/11/06,Liverpool,Portsmouth,0,0,D,0,0,D,A Wiley,15,3,4,1,13,13,5,1,1,3,0,0
E0,29/11/06,Man United,Everton,3,0,H,1,0,H,M Halsey,18,7,6,4,15,15,3,2,1,1,0,0
E0,02/12/06,Arsenal,Tottenham,3,0,H,2,0,H,G Poll,6,7,5,4,15,15,3,2,1,2,0,0
E0,02/12/06,Blackburn,Fulham,2,0,H,2,0,H,S Bennett,10,4,6,2,19,13,3,3,2,2,0,0
E0,02/12/06,Middlesbrough,Man United,1,2,A,0,1,A,C Foy,13,11,5,7,12,16,6,9,2,3,0,0
E0,02/12/06,Portsmouth,Aston Villa,2,2,D,0,1,A,U Rennie,18,8,6,4,14,19,6,7,2,4,1,0
E0,02/12/06,Reading,Bolton,1,0,H,1,0,H,A Wiley,10,12,3,7,11,15,5,4,0,3,0,0
E0,02/12/06,Sheffield United,Charlton,2,1,H,0,1,A,P Dowd,26,8,10,4,11,14,12,3,1,1,0,0
E0,02/12/06,Wigan,Liverpool,0,4,A,0,4,A,M Riley,15,9,6,6,9,14,8,2,2,2,0,0
E0,03/12/06,Everton,West Ham,2,0,H,0,0,D,M Atkinson,8,16,5,11,16,9,3,14,2,2,0,0
E0,04/12/06,Man City,Watford,0,0,D,0,0,D,M Clattenburg,14,6,12,4,12,16,9,8,1,3,0,0
E0,05/12/06,Charlton,Blackburn,1,0,H,0,0,D,C Foy,13,5,10,3,10,12,5,4,1,2,0,0
E0,05/12/06,Tottenham,Middlesbrough,2,1,H,0,0,D,M Halsey,22,6,11,3,10,16,7,5,0,3,1,1
E0,06/12/06,Newcastle,Reading,3,2,H,1,2,A,R Styles,14,14,8,5,11,13,1,8,1,1,0,0
E0,06/12/06,West Ham,Wigan,0,2,A,0,0,D,A Wiley,13,9,6,4,12,16,7,9,0,3,0,0
E0,09/12/06,Blackburn,Newcastle,1,3,A,0,2,A,D Gallagher,13,16,7,8,10,5,7,4,1,2,1,0
E0,09/12/06,Bolton,West Ham,4,0,H,1,0,H,H Webb,17,3,10,1,11,11,4,3,2,2,0,0
E0,09/12/06,Liverpool,Fulham,4,0,H,0,0,D,U Rennie,32,5,19,3,7,8,14,1,1,1,0,0
E0,09/12/06,Man United,Man City,3,1,H,2,0,H,G Poll,20,15,11,7,15,19,7,4,1,3,0,1
E0,09/12/06,Middlesbrough,Wigan,1,1,D,0,1,A,S Bennett,13,8,7,3,10,7,7,4,2,1,0,0
E0,09/12/06,Portsmouth,Everton,2,0,H,2,0,H,M Clattenburg,13,12,8,5,20,11,6,4,2,4,0,0
E0,09/12/06,Tottenham,Charlton,5,1,H,2,1,H,M Dean,13,12,9,3,7,11,5,9,2,4,0,0
E0,09/12/06,Watford,Reading,0,0,D,0,0,D,C Foy,8,6,5,1,14,12,2,5,0,1,0,0
E0,10/12/06,Chelsea,Arsenal,1,1,D,0,0,D,A Wiley,20,11,7,4,16,16,4,5,2,2,0,0
E0,11/12/06,Sheffield United,Aston Villa,2,2,D,0,1,A,M Halsey,16,7,10,5,11,16,10,4,2,1,0,0
E0,13/12/06,Chelsea,Newcastle,1,0,H,0,0,D,P Dowd,15,6,8,1,16,13,7,2,2,2,0,0
E0,13/12/06,Wigan,Arsenal,0,1,A,0,0,D,R Styles,15,9,7,3,10,7,4,7,1,0,0,0
E0,16/12/06,Arsenal,Portsmouth,2,2,D,0,1,A,S Bennett,14,7,8,5,13,13,7,4,0,2,0,0
E0,16/12/06,Aston Villa,Bolton,0,1,A,0,0,D,M Clattenburg,15,7,9,3,16,19,8,2,0,4,0,0
E0,16/12/06,Charlton,Liverpool,0,3,A,0,1,A,H Webb,7,22,2,10,9,5,2,8,1,1,0,0
E0,16/12/06,Newcastle,Watford,2,1,H,0,0,D,M Atkinson,11,11,6,8,7,18,4,8,0,0,0,0
E0,16/12/06,Reading,Blackburn,1,2,A,1,0,H,G Poll,10,10,5,7,17,8,9,3,1,2,0,0
E0,16/12/06,Wigan,Sheffield United,0,1,A,0,1,A,P Walton,14,11,6,7,10,12,6,2,0,2,0,0
E0,17/12/06,Everton,Chelsea,2,3,A,1,0,H,M Halsey,3,18,1,9,17,8,5,6,1,1,0,0
E0,17/12/06,Man City,Tottenham,1,2,A,0,2,A,R Styles,10,11,4,7,13,11,6,3,1,0,0,0
E0,17/12/06,West Ham,Man United,1,0,H,0,0,D,P Dowd,10,19,4,11,25,10,1,11,3,2,0,0
E0,18/12/06,Fulham,Middlesbrough,2,1,H,2,0,H,M Dean,11,16,6,10,19,16,5,6,0,0,0,0
E0,23/12/06,Arsenal,Blackburn,6,2,H,3,1,H,H Webb,18,11,12,7,14,14,7,6,3,3,0,0
E0,23/12/06,Aston Villa,Man United,0,3,A,0,0,D,S Bennett,11,14,3,10,12,11,6,8,2,2,0,0
E0,23/12/06,Fulham,West Ham,0,0,D,0,0,D,C Foy,11,13,7,4,17,17,2,7,1,2,0,1
E0,23/12/06,Liverpool,Watford,2,0,H,0,0,D,P Dowd,15,7,10,4,10,17,7,6,0,0,0,0
E0,23/12/06,Man City,Bolton,0,2,A,0,2,A,M Riley,5,9,3,3,23,16,8,2,1,3,1,0
E0,23/12/06,Middlesbrough,Charlton,2,0,H,1,0,H,R Styles,16,8,9,6,1,9,11,4,0,1,0,0
E0,23/12/06,Newcastle,Tottenham,3,1,H,3,1,H,A Wiley,12,17,9,6,12,18,5,5,1,1,0,0
E0,23/12/06,Portsmouth,Sheffield United,3,1,H,0,1,A,G Poll,13,11,6,6,14,6,6,3,0,2,0,0
E0,23/12/06,Reading,Everton,0,2,A,0,1,A,S Tanner,11,10,7,7,10,6,12,4,0,0,0,0
E0,23/12/06,Wigan,Chelsea,2,3,A,1,2,A,M Dean,14,8,6,5,10,10,3,6,3,4,0,0
E0,26/12/06,Blackburn,Liverpool,1,0,H,0,0,D,R Styles,8,18,4,12,13,6,3,5,3,2,0,0
E0,26/12/06,Bolton,Newcastle,2,1,H,1,1,D,H Webb,10,10,7,5,15,14,5,2,3,3,0,0
E0,26/12/06,Chelsea,Reading,2,2,D,1,0,H,A Wiley,16,6,5,1,14,9,6,7,1,1,0,0
E0,26/12/06,Everton,Middlesbrough,0,0,D,0,0,D,P Dowd,10,7,4,2,12,17,12,2,2,1,0,0
E0,26/12/06,Man United,Wigan,3,1,H,0,0,D,M Riley,17,6,8,3,12,14,8,1,0,0,0,0
E0,26/12/06,Sheffield United,Man City,0,1,A,0,0,D,M Clattenburg,19,11,13,8,7,9,8,5,2,1,0,0
E0,26/12/06,Tottenham,Aston Villa,2,1,H,0,0,D,U Rennie,12,9,10,7,12,14,4,4,1,2,0,0
E0,26/12/06,Watford,Arsenal,1,2,A,1,1,D,M Dean,6,16,3,8,11,6,7,5,2,0,0,0
E0,26/12/06,West Ham,Portsmouth,1,2,A,0,2,A,M Atkinson,14,12,7,6,12,13,6,4,2,1,0,0
E0,27/12/06,Charlton,Fulham,2,2,D,2,1,H,G Poll,12,15,7,9,14,15,4,9,0,0,0,0
E0,30/12/06,Blackburn,Middlesbrough,2,1,H,1,0,H,M Atkinson,14,8,7,5,16,21,6,3,1,3,0,0
E0,30/12/06,Bolton,Portsmouth,3,2,H,2,1,H,P Walton,12,14,7,7,11,13,8,7,0,1,0,0
E0,30/12/06,Charlton,Aston Villa,2,1,H,0,1,A,R Styles,14,6,8,2,10,10,7,4,2,1,0,1
E0,30/12/06,Chelsea,Fulham,2,2,D,1,1,D,H Webb,15,11,4,6,14,11,5,5,1,1,0,0
E0,30/12/06,Everton,Newcastle,3,0,H,1,0,H,D Gallagher,16,7,9,3,7,11,7,12,2,3,0,0
E0,30/12/06,Man United,Reading,3,2,H,1,1,D,M Dean,28,7,12,3,9,11,13,4,1,2,0,1
E0,30/12/06,Sheffield United,Arsenal,1,0,H,1,0,H,L Mason,11,9,5,4,11,5,5,9,2,3,0,0
E0,30/12/06,Tottenham,Liverpool,0,1,A,0,1,A,M Halsey,9,10,3,5,5,21,2,3,0,0,0,0
E0,30/12/06,West Ham,Man City,0,1,A,0,0,D,S Bennett,12,7,6,5,12,15,6,2,1,2,0,0
E0,01/01/07,Fulham,Watford,0,0,D,0,0,D,S Bennett,16,13,4,5,6,17,6,7,1,2,0,1
E0,01/01/07,Liverpool,Bolton,3,0,H,0,0,D,G Poll,19,1,9,0,18,12,8,8,0,3,0,0
E0,01/01/07,Man City,Everton,2,1,H,0,0,D,U Rennie,11,15,7,5,13,13,4,6,2,3,0,0
E0,01/01/07,Middlesbrough,Sheffield United,3,1,H,1,1,D,C Foy,13,6,7,3,10,11,7,3,2,1,0,0
E0,01/01/07,Newcastle,Man United,2,2,D,1,1,D,R Styles,8,20,8,8,11,10,1,10,1,2,0,0
E0,01/01/07,Portsmouth,Tottenham,1,1,D,1,0,H,A Marriner,15,9,9,7,12,12,10,6,1,4,0,0
E0,01/01/07,Reading,West Ham,6,0,H,4,0,H,L Mason,18,9,9,3,6,13,3,3,1,0,0,0
E0,01/01/07,Wigan,Blackburn,0,3,A,0,1,A,M Clattenburg,14,8,5,5,10,16,5,5,0,5,0,0
E0,02/01/07,Arsenal,Charlton,4,0,H,2,0,H,M Riley,16,4,10,2,13,9,8,2,0,1,0,1
E0,02/01/07,Aston Villa,Chelsea,0,0,D,0,0,D,P Dowd,4,22,2,12,7,13,5,8,1,3,0,0
E0,13/01/07,Blackburn,Arsenal,0,2,A,0,1,A,C Foy,13,6,7,4,15,5,8,2,4,0,0,1
E0,13/01/07,Bolton,Man City,0,0,D,0,0,D,A Marriner,8,7,4,0,14,13,5,2,2,2,0,0
E0,13/01/07,Charlton,Middlesbrough,1,3,A,1,1,D,M Dean,16,12,9,9,12,15,5,3,3,1,0,0
E0,13/01/07,Chelsea,Wigan,4,0,H,1,0,H,M Atkinson,12,2,6,1,15,17,7,3,1,3,0,0
E0,13/01/07,Man United,Aston Villa,3,1,H,3,0,H,H Webb,27,7,17,5,8,15,8,4,1,1,0,0
